ID,Job_Title,Estimated_Salary_in_USD,Lower_Salary_in_Thousand_$,Upper_Salary_in_Thousand_$,Avg_Salary(in 1000 USD),Job_City,Job_State,Headquarters_City,Headquaters_State,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Lower_Salary,Upper_Salary,Avg_Salary_in_k,company_txt,Job_Location,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree,Avg_Salary_in_k,degree_new
459,Associate Data Analyst- Graduate Development Program,32K-59K,32,59,45.5,Richfield, OH,Richfield, OH,501 - 1000,1989,Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,32,59,45.5,National Interstate,OH,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,45.5,Fresher
461,Sr. Data Engineer,87K-158K,87,158,122.5,Indianapolis, IN,Indianapolis, IN,51 - 200,1996,Private,Consulting,Business Services,$25 to $50 million (USD),-1,87,158,122.5,Moser Consulting,IN,21,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,data engineer,Sr,na,122.5,M
462,Senior Insurance Data Scientist,107K-173K,107,173,140,Chicago, IL,Chicago, IL,5001 - 10000,1968,Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1,107,173,140,TransUnion,IL,40,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,na,140,M
463,Senior Data Science Systems Engineer,56K-99K,56,99,77.5,Hampton, VA,Bedford, MA,5001 - 10000,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",56,99,77.5,MITRE,VA,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,P,77.5,P
464,ENVIRONMENTAL ENGINEER/SCIENTIST,25K-28K,52,58,55,Cambridge, MA,Cambridge, MA,Jan-50,1976,Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,52,58,55,Mcphail Associates,MA,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,55,Fresher
466,Senior Scientist - Regulatory Submissions,80K-155K,80,155,117.5,Winston-Salem, NC,Winston-Salem, NC,5001 - 10000,1875,Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,80,155,117.5,Reynolds American,NC,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,M,117.5,M
467,Scientist - Biomarker and Flow Cytometry,43K-98K,43,98,70.5,San Diego, CA,San Diego, CA,501 - 1000,2006,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,43,98,70.5,Crown Bioscience,CA,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,M,70.5,M
468,Revenue Analytics Manager,45K-78K,45,78,61.5,San Francisco, CA,San Francisco, CA,51 - 200,2011,Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,45,78,61.5,HOVER,CA,54,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,Jr,na,61.5,Fresher
469,"Associate Scientist, LC/MS Biologics",44K-96K,44,96,70,Ithaca, NY,Morrisville, NC,1001 - 5000,2015,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,44,96,70,Q2 Solutions,NY,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,70,Fresher
470,Sr. Scientist Method Development,50K-110K,50,110,80,Marietta, GA,Morrisville, NC,1001 - 5000,2015,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,50,110,80,Q2 Solutions,GA,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,80,Fresher
471,IT - Data Engineer II,61K-119K,61,119,90,Quincy, MA,Quincy, MA,1001 - 5000,1988,Private,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,61,119,90,Arbella Insurance,MA,50,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,na,90,P
472,"Research Scientist, Immunology - Cancer Biology",100K-140K,100,140,120,Cambridge, MA,San Mateo, CA,unknown,-1,Private,-1,-1,Unknown / Non-Applicable,-1,100,140,120,Kronos Bi,MA,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,P,120,P
473,"Project Scientist - Auton Lab, Robotics Institute",56K-91K,56,91,73.5,Pittsburgh, PA,Pittsburgh, PA,501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,56,91,73.5,Software Engineering Institute,PA,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,73.5,P
476,Data Scientist,68K-114K,68,114,91,Fort Lauderdale, FL,Fort Lauderdale, FL,501 - 1000,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,68,114,91,Zimmerman Advertising,FL,20,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,Jr,na,91,P
477,Data Scientist,150K-160K,150,160,155,Washington, DC,Alexandria, VA,unknown,-1,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,150,160,155,BPA Services,DC,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,na,155,M
479,"Enterprise Architect, Data",101K-158K,101,158,129.5,Boston, MA,Springfield, MA,5001 - 10000,1851,Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,101,158,129.5,MassMutual,MA,25,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,data scientist,Sr,na,129.5,M
482,"Senior Manager, Epidemiologic Data Scientist",125K-210K,125,210,167.5,New York, NY,New York, NY,10000+,1849,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,125,210,167.5,Pfizer,NY,58,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,M,167.5,M
483,Corporate Risk Data Analyst (sql_ Based) - Milwaukee or,43K-77K,43,77,60,Green Bay, WI,Green Bay, WI,1001 - 5000,1870,Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),"Wells Fargo, BMO Harris Bank, U.S. Bank",43,77,60,Associated Banc-Corp,WI,58,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,60,Fresher
485,Lead Data Scientist,139K-221K,139,221,180,Burbank, CA,Burbank, CA,51 - 200,2009,Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,139,221,180,Zest AI,CA,45,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,M,180,M
486,"Marketing Data Analyst, May 2020 Undergrad",44K-86K,44,86,65,New York, NY,New York, NY,1001 - 5000,2002,Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",44,86,65,Fareportal,NY,21,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,65,Fresher
487,Senior Data Engineer,78K-147K,78,147,112.5,Durham, NC,Daly City, CA,5001 - 10000,1990,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Avaya, Five9, Salesforce",78,147,112.5,Genesys,NC,47,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,data engineer,Jr,na,112.5,P
488,Senior Data Analyst,65K-110K,65,110,87.5,New York, NY,New York, NY,201 - 500,2010,Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",65,110,87.5,Moda Operandi,NY,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,analyst,Jr,na,87.5,P
489,Data Modeler - Data Solutions Engineer,37K-66K,37,66,51.5,Indianapolis, IN,Boston, MA,10000+,1912,Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",37,66,51.5,Liberty Mutual Insurance,IN,27,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,data modeler,Jr,M,51.5,M
490,Associate Environmental Scientist - Wildlife Biologist,38K-64K,38,64,51,Clovis, CA,Visalia, CA,51 - 200,1972,Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,38,64,51,QK,CA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,51,Fresher
491,"Associate, Data Science, Internal Audit",43K-82K,43,82,62.5,Boston, MA,Madrid, Spain,10000+,1856,Private,Banks & Credit Unions,Finance,$10+ billion (USD),-1,43,82,62.5,Santander,MA,25,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,M,62.5,M
492,Sr Data Engineer (Sr BI Developer),90K-110K,90,110,100,Chandler, AZ,Franklin, TN,501 - 1000,1981,Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,90,110,100,Tivity Health,AZ,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,na,100,P
493,Data Engineer,61K-109K,61,109,85,Chantilly, VA,Washington, DC,51 - 200,2004,Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,61,109,85,BRMi,VA,24,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,na,85,Fresher
494,Senior LiDAR Data Scientist,93K-151K,93,151,122,Orlando, FL,Orlando, FL,201 - 500,2012,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,93,151,122,Luminar Technologies,FL,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,M,122,M
495,Salesforce Analytics Consultant,52K-81K,52,81,66.5,Chicago, IL,Jacksonville, FL,501 - 1000,1995,Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,52,81,66.5,"Emtec, Inc.",IL,47,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,data analitics,Jr,M,66.5,M
496,"Technology-Minded, Data Professional Opportunities",40K-101K,40,101,70.5,Columbia, MO,Columbia, MO,1001 - 5000,2002,Private,Lending,Finance,Unknown / Non-Applicable,-1,40,101,70.5,Veterans United Home Loans,MO,32,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,data scientist,Jr,na,70.5,Fresher
497,Senior Data Engineer,97K-180K,97,180,138.5,Austin, TX,Austin, TX,51 - 200,2010,Private,Security Services,Business Services,$10 to $25 million (USD),-1,97,180,138.5,Praetorian,TX,42,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,data engineer,Sr,na,138.5,M
498,Managing Data Scientist/ML Engineer,81K-134K,81,134,107.5,Boston, MA,London, United Kingdom,1001 - 5000,1943,Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",81,134,107.5,PA Consulting,MA,43,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,data scientist,Jr,na,107.5,P
499,"Scientist, Pharmacometrics",84K-157K,84,157,120.5,Cambridge, MA,Cambridge, MA,501 - 1000,2008,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,84,157,120.5,Agios Pharmaceuticals,MA,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,M,120.5,M
500,Staff Scientist- Upstream PD,49K-113K,49,113,81,Rockville, MD,Rockville, MD,201 - 500,1961,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,49,113,81,Advanced BioScience Laboratories,MD,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,81,Fresher
501,Scientist Manufacturing Pharma - Kentucky BioProcessing,68K-139K,68,139,103.5,Owensboro, KY,Winston-Salem, NC,5001 - 10000,1875,Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,68,139,103.5,Reynolds American,KY,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,103.5,P
502,Sr. Data Engineer,75K-140K,75,140,107.5,Chicago, IL,Chicago, IL,1001 - 5000,2005,Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",75,140,107.5,Echo Global Logistics,IL,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,na,107.5,P
505,Lead Big Data Engineer,121K-203K,121,203,162,San Francisco, CA,Mill Valley, CA,1001 - 5000,2007,Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",121,203,162,Glassdoor,CA,18,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,Sr,na,162,M
506,Product Engineer â€“ Spatial Data Science and Statistical Analysis,52K-85K,52,85,68.5,Redlands, CA,Redlands, CA,1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,52,85,68.5,Esri,CA,34,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,data scientist,Jr,M,68.5,M
507,Sr Software Engineer (Data Scientist),81K-140K,81,140,110.5,Westlake, OH,New York, NY,10000+,1978,Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",81,140,110.5,Assurant,OH,46,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,data scientist,Jr,na,110.5,P
508,College Hire - Data Scientist - Open to December 2019 Graduates,63K-99K,63,99,81,Peoria, IL,Deerfield, IL,10000+,1925,Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"John Deere, Komatsu, CNH Industrial",63,99,81,Caterpillar,IL,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,Jr,na,81,Fresher
509,Senior Data Scientist,110K-150K,110,150,130,Chicago, IL,Chicago, IL,1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",110,150,130,Equity Residential,IL,31,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,data scientist,Sr,M,130,M
510,Sr. Data Engineer (ETL Developer),83K-148K,83,148,115.5,Des Moines, IA,Des Moines, IA,201 - 500,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,83,148,115.5,F&G,IA,42,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,Sr,na,115.5,M
512,Senior Data Scientist Artificial Intelligence,60K-101K,60,101,80.5,Richland, WA,Richland, WA,1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",60,101,80.5,PNNL,WA,50,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,Jr,M,80.5,M
516,Analytics - Business Assurance Data Analyst,31K-55K,31,55,43,Cedar Rapids, IA,Cedar Rapids, IA,501 - 1000,1992,Private,Lending,Finance,$100 to $500 million (USD),-1,31,55,43,GreatAmerica Financial Services,IA,46,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,Jr,na,43,Fresher
517,"Associate Director/Director, Safety Scientist",102K-178K,102,178,140,Cambridge, MA,Cambridge, MA,201 - 500,2003,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,102,178,140,Acceleron Pharma,MA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,director,Sr,P,140,P
518,"Senior Scientist, Cell Pharmacology/Assay Development",110K-130K,110,130,120,Cambridge, MA,San Mateo, CA,unknown,-1,Private,-1,-1,Unknown / Non-Applicable,-1,110,130,120,Kronos Bi,MA,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,P,120,P
519,Data Analyst Senior,48K-85K,48,85,66.5,Philadelphia, PA,Philadelphia, PA,5001 - 10000,1983,Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",48,85,66.5,AmeriHealth Caritas,PA,28,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,analyst,Jr,M,66.5,M
520,Lead Data Engineer (Python),66K-123K,66,123,94.5,San Francisco, CA,Los Angeles, CA,51 - 200,2006,Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,66,123,94.5,Strategic Employment Partners,CA,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,na,94.5,P
521,Senior Data Scientist 4 Artificial Intelligence,92K-146K,92,146,119,Seattle, WA,Richland, WA,1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",92,146,119,PNNL,WA,53,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,Sr,M,119,M
522,Medical Lab Scientist - MLT,21K-29K,43,60,51.5,Omaha, NE,Englewood, CO,10000+,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",43,60,51.5,Catholic Health Initiatives,NE,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,51.5,Fresher
523,"Senior Operations Data Analyst, Call Center Operations",20K-35K,20,35,27.5,Nashville, TN,Peachtree Corners, GA,5001 - 10000,2000,Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,20,35,27.5,FLEETCOR,TN,41,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,analyst,Jr,na,27.5,Fresher
524,"Director II, Data Science - GRS Predictive Analytics",150K-239K,150,239,194.5,Chicago, IL,Boston, MA,10000+,1912,Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",150,239,194.5,Liberty Mutual Insurance,IL,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,P,194.5,P
525,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,52K-91K,52,91,71.5,San Antonio, TX,San Antonio, TX,1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",52,91,71.5,Southwest Research Institute,TX,46,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,71.5,Fresher
526,Geospatial Software Developer and Data Scientist,82K-129K,82,129,105.5,Austin, TX,Austin, TX,501 - 1000,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,82,129,105.5,Applied Research Laboratories,TX,44,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,Jr,na,105.5,P
528,Senior Scientist - Toxicologist - Product Integrity (Stewardship),47K-101K,47,101,74,Winston-Salem, NC,Winston-Salem, NC,5001 - 10000,1875,Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,47,101,74,Reynolds American,NC,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,M,74,M
530,Systems Engineer II - Data Analyst,49K-76K,49,76,62.5,Huntsville, AL,Waltham, MA,10000+,1922,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,49,76,62.5,Raytheon,AL,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,62.5,Fresher
532,Senior Research Analytical Scientist-Non-Targeted Analysis,43K-88K,43,88,65.5,Durham, NC,Research Triangle Park, NC,1001 - 5000,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",43,88,65.5,RTI International,NC,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,65.5,P
533,Director Data Science,124K-199K,124,199,161.5,Fort Lee, NJ,Fort Lee, NJ,1001 - 5000,1989,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,124,199,161.5,TRANZACT,NJ,57,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,Sr,na,161.5,M
534,Sr Data Analyst - IT,52K-93K,52,93,72.5,Blue Bell, PA,Blue Bell, PA,1001 - 5000,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",52,93,72.5,United BioSource,PA,39,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,Jr,na,72.5,Fresher
535,Senior Data Engineer,97K-181K,97,181,139,San Francisco, CA,San Francisco, CA,51 - 200,2008,Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,97,181,139,Figure Eight,CA,49,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,Sr,na,139,M
537,Senior Data Engineer,100K-173K,100,173,136.5,San Francisco, CA,San Francisco, CA,201 - 500,2007,Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",100,173,136.5,Tapjoy,CA,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Sr,na,136.5,M
538,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,53K-96K,53,96,74.5,New York, NY,New York, NY,1001 - 5000,2002,Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",53,96,74.5,Fareportal,NY,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,na,74.5,Fresher
539,Senior Scientist - Biostatistician,65K-96K,65,96,80.5,Winston-Salem, NC,Winston-Salem, NC,5001 - 10000,1875,Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,65,96,80.5,Reynolds American,NC,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,M,80.5,M
540,Data Scientist,56K-95K,56,95,75.5,Albuquerque, NM,Gottingen, Germany,5001 - 10000,1870,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,56,95,75.5,Sartorius,NM,37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,M,75.5,M
541,Data Scientist,111K-176K,111,176,143.5,Saint Louis, MO,Saint Louis, MO,51 - 200,2016,Private,IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions",111,176,143.5,1904labs,MO,30,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,data scientist,Sr,na,143.5,M
542,Data Scientist,75K-127K,75,127,101,Springfield, VA,Arlington, VA,51 - 200,2014,Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1,75,127,101,Royce Geospatial,VA,60,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,na,101,P
543,Data Engineer,65K-119K,65,119,92,Springfield, MA,Springfield, MA,5001 - 10000,1851,Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,65,119,92,MassMutual,MA,47,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,na,92,P
544,Computational Chemist/Data Scientist,56K-97K,56,97,76.5,Richland, WA,Richland, WA,1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",56,97,76.5,PNNL,WA,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,P,76.5,P
545,Principal Data Scientist (Computational Chemistry),108K-173K,108,173,140.5,Salt Lake City, UT,Salt Lake City, UT,51 - 200,2013,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,108,173,140.5,Recursion Pharmaceuticals,UT,60,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,Sr,na,140.5,M
546,Data Scientist,94K-139K,94,139,116.5,Jersey City, NJ,New York, NY,10000+,1812,Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,94,139,116.5,Citi,NJ,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,na,116.5,M
548,Principal Machine Learning Scientist,176K-289K,176,289,232.5,San Francisco, CA,San Jose, CA,501 - 1000,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,176,289,232.5,Sage Intacct,CA,57,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,machine learning engineer,Sr,P,232.5,P
549,Data Scientist,92K-149K,92,149,120.5,San Francisco, CA,San Francisco, CA,51 - 200,2016,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,92,149,120.5,Scale AI,CA,54,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,P,120.5,P
550,Product Engineer â€“ Data Science,63K-101K,63,101,82,Arlington, VA,Redlands, CA,1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,63,101,82,Esri,VA,47,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,M,82,M
552,"Principal Scientist, Chemistry & Immunology",54K-115K,54,115,84.5,Rochester, NY,Rochester, NY,10000+,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,54,115,84.5,Rochester Regional Health,NY,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,84.5,P
554,Data Scientist,118K-188K,118,188,153,Emeryville, CA,Nashville, TN,10000+,2007,Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,118,188,153,Change Healthcare,CA,43,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,data scientist,Sr,P,153,P
555,Data Scientist,108K-146K,108,146,127,Palo Alto, CA,Palo Alto, CA,501 - 1000,2008,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,108,146,127,MZ,CA,27,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,Sr,M,127,M
556,Data Scientist,65K-106K,65,106,85.5,Santa Barbara, CA,Santa Barbara, CA,51 - 200,2010,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,65,106,85.5,HG Insights,CA,21,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,data scientist,Jr,P,85.5,P
557,Data Scientist,55K-98K,55,98,76.5,Carle Place, NY,Carle Place, NY,1001 - 5000,1976,Public,Wholesale,Business Services,$1 to $2 billion (USD),-1,55,98,76.5,"1-800-FLOWERS.COM, Inc.",NY,58,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,data scientist,Jr,na,76.5,Fresher
558,Data Scientist,94K-162K,94,162,128,New York, NY,San Francisco, CA,1001 - 5000,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),"NBCUniversal, Comcast, Netflix",94,162,128,CBS Interactive,NY,47,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,data scientist,Sr,na,128,M
560,Data Engineer,63K-120K,63,120,91.5,King of Prussia, PA,Chadds Ford, PA,Jan-50,-1,Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,63,120,91.5,"Numeric, LLC",PA,38,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,na,91.5,P
